url,performance,accessibility,best_practices,seo
https://bouldercounty.gov/government/contact-us/staff-directory/details/ben-jackson/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/lynn-enyart/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/melissa-hunter/,0.91,0.94,0.88,0.92
https://bouldercounty.gov/government/contact-us/details/communicable-disease-control-program/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/family-health-longmont/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/adult-protection/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/business-sustainability-program/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/adult-protection/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/submit-a-comment/,0.81,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/boulder-county-public-trustee/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/offices-and-locations-map/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/adopt-a-county-road/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/jayde-clarke/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/clerk-and-recorders-office/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/children-with-special-needs-program-csn/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/elections/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/child-health-promotion-chp/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/landon-hilliard/,0.9,0.94,0.88,0.92
https://bouldercounty.gov/government/contact-us/details/emergency-preparedness-program/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/tea-flynn/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/building-permits-and-inspection/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/community-health-longmont/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/michelle-huebner/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/finance/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/child-abuse-and-neglect/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/best-program/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/business-sustainability-program/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/john-holste/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/danny-herrmann/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/detective-division/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/nick-aguilera/,0.88,0.94,0.92,0.85
https://bouldercounty.gov/government/contact-us/details/community-services/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/environmental-health/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/building-services/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/boulder-county-public-trustee/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/business-sustainability-program/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/cayley-byrne/,0.88,0.94,0.88,0.92
https://bouldercounty.gov/government/contact-us/details/board-of-county-commissioners/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/community-health-boulder/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/alex-hyde-wright/,0.88,0.94,0.88,0.92
https://bouldercounty.gov/government/contact-us/details/adolescent-services/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/special-event-permits/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/bids-and-purchasing/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/emergency-tdd-for-use-by-deaf/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/ethan-abner/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/ben-jackson/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/melissa-hunter/,0.9,0.94,0.88,0.92
https://bouldercounty.gov/government/contact-us/staff-directory/details/amber-knotts/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/board-of-county-commissioners/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/zack-bertges/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/kathy-gissel/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/jayde-clarke/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/administration-sheriff/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/john-holste/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/margaret-halford/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/kelly-gray/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/body-art-program/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/joseph-jimenez/,0.91,0.94,0.88,0.92
https://bouldercounty.gov/government/contact-us/details/birth-and-death-certificates-vital-records/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/elections/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/birth-and-death-certificates-vital-records/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/fairgrounds/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/budget-office/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/angel-bond/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/board-of-equalization/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/david-haines/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/board-of-county-commissioners/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/budget-office/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/assessors-office/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/details/building-services/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/government/contact-us/staff-directory/details/kathy-gissel/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/news/attempted-armed-carjacking-on-flaggstaff/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/recent/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/data-download/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/certifications/,0.89,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/sorting/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/data-download/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/recent/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/comps-2025/nonresidential/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/codes-and-descriptions/,0.88,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/mobile-homes/faq/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/special-property-types/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/business-personal-property/asset-lists/declarations-online-faq/,0.76,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/assessment/tax-calculation/,0.89,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/forms/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/assessment/valuation/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/comps-2025/residential/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/comps-2025/,0.89,0.94,0.88,0.77
https://bouldercounty.gov/property-and-land/assessor/assessment/nov/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/business-personal-property/asset-lists/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/comps-2025/,0.82,0.94,0.92,0.77
https://bouldercounty.gov/property-and-land/assessor/sales/comps-2023/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/assessment/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/codes-and-descriptions/,0.89,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/income-and-expense/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/assessment/mass-appraisal/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/agricultural-valuation/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/possessory-interest/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/assessment/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/assessment/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/certifications/,0.91,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/assessment/tax-calculation/,0.91,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/appeals/locations/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/forms/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/senior-exemption/senior-primary-residence/,0.76,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/senior-exemption/,0.84,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/recent/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/appeals/calendar/,0.87,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/appeals/nod-glossary/,0.9,0.94,0.92,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/comps-2023/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/assessment/nov/,0.82,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/business-personal-property/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/sales/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/assessor/assessment/calendar/,0.86,0.88,0.92,0.85
https://bouldercounty.gov/event/astronomy-the-pleiades/,0.8,0.93,0.92,0.85
https://bouldercounty.gov/,0.88,0.92,0.92,0.85
https://bouldercounty.gov/environment/water/blue-green-algae/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/environment/water/septicsmart/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/environment/water/keep-it-clean-partnership/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/environment/water/private-wells-and-water-quality/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/environment/water/septicsmart/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/environment/water/west-nile-virus/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/environment/water/septicsmart/check-septic-records/,0.86,0.94,0.69,0.85
https://bouldercounty.gov/environment/water/septicsmart/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/environment/water/septicsmart/check-septic-records/,0.88,0.94,0.69,0.85
https://bouldercounty.gov/environment/water/keep-it-clean-partnership/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/environment/water/stormwater-quality-protection/,0.9,0.94,0.88,0.92
https://bouldercounty.gov/environment/water/septicsmart/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/environment/water/understanding-water-rights/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/news/arrests-made-in-homicide-in-northern-boulder-county/,0.9,0.9,0.88,0.85
https://bouldercounty.gov/property-and-land/,0.9,0.92,0.88,0.85
https://bouldercounty.gov/news/update-2-bcso-investigating-suspicious-death-west-of-jamestown/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/resource-conservation/videos/,0.84,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/resource-conservation/zero-waste/plastic-pollution-reduction-act/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/zero-waste-for%20businesses/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/resource-conservation/zero-waste/plastic-pollution-reduction-act/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/resource-conservation/,0.83,0.86,0.69,0.85
https://bouldercounty.gov/environment/recycle/resource-conservation/videos/,0.78,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/rebates/,0.86,0.91,0.88,0.85
https://bouldercounty.gov/environment/recycle/resource-conservation/,0.82,0.86,0.69,0.85
https://bouldercounty.gov/environment/recycle/electronic-waste/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/recycling-center/tours/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/,0.87,0.86,0.69,0.85
https://bouldercounty.gov/environment/recycle/resource-conservation/zero-waste/,0.81,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/resource-conservation/videos/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/materials-list/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/recycling-center/tours/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/recyclerow/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/environment/recycle/recycling-center/,0.84,0.94,0.88,0.85
https://bouldercounty.gov/series/niwot-local-improvement-district-advisory-committee-nlidac-meeting/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/news/boulder-county-awarding-3-9-million-to-local-organizations-serving-people-with-disabilities/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/elections/by-year/2013-election/,0.86,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2020-election/,0.82,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2006-election/,0.83,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2016-election/,0.79,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2010-election/,0.82,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/,0.86,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2011-election/,0.86,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2020-election/,0.87,0.94,0.92,0.92
https://bouldercounty.gov/elections/by-year/2020-election/,0.81,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2016-election/,0.83,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2014-election/,0.83,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2019-election/,0.83,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2021-election/,0.84,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2018-election/,0.83,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2015-election/,0.82,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2017-election/,0.82,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2024-election/,0.73,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2006-election/,0.82,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2005-election/,0.83,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/,0.82,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2007-election/,0.82,0.94,0.88,0.92
https://bouldercounty.gov/elections/by-year/2005-election/,0.84,0.94,0.88,0.92
https://bouldercounty.gov/district-attorney/diversion/,0.84,0.94,0.69,0.85
https://bouldercounty.gov/district-attorney/diversion/,0.86,0.94,0.69,0.85
https://bouldercounty.gov/district-attorney/conviction-integrity-unit/,0.86,0.94,0.69,0.85
https://bouldercounty.gov/families/seniors/services-for-older-adults/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/families/seniors/property-and-tax-help-for-seniors/,0.64,0.94,0.88,0.85
https://bouldercounty.gov/families/seniors/medicare/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/families/seniors/adult-protection-senior-services/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/families/seniors/long-term-care/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/families/seniors/services-for-older-adults/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/families/seniors/property-and-tax-help-for-seniors/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/news/benito-chavez-perez-boulder-county-jail-mug-shot/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/news/boulder-county-voters-approve-affordable-housing-open-space-and-nederland-ecopass-ballot-measures/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/district-attorney/volunteers/,0.84,0.94,0.69,0.85
https://bouldercounty.gov/departments/sheriff/mission-statement/,0.9,0.94,0.88,0.92
https://bouldercounty.gov/departments/sheriff/past-and-present/,0.85,0.94,0.88,0.92
https://bouldercounty.gov/departments/sheriff/administration/,0.9,0.94,0.88,0.92
https://bouldercounty.gov/departments/sheriff/contact-us/,0.88,0.91,0.88,0.92
https://bouldercounty.gov/departments/sheriff/support/,0.84,0.94,0.88,0.92
https://bouldercounty.gov/safety/sheriff/,0.84,0.94,0.88,0.92
https://bouldercounty.gov/departments/sheriff/command-staff-contact/,0.9,0.91,0.88,0.92
https://bouldercounty.gov/news/coroner-news-release/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/transportation/closures-and-construction/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/news/boulder-county-launches-500000-fund-for-bold-housing-solutions/,0.88,0.94,0.88,0.92
https://bouldercounty.gov/news/district-attorneys-office-recognized-with-award-from-the-national-association-of-counties-naco-for-hate-crimes-efforts/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/news/skier-dies-after-collision-with-tree-at-eldora-ski-area/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/news/motor-vehicle-accident-resulting-in-fatality/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/departments/human-services/safety-net-initiative/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/departments/human-services/transparency/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/departments/human-services/divisions/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/departments/human-services/transparency/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/news/boulder-county-sheriffs-office-launches-enhanced-jail-daily-booking-and-listing-reports-web-page/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/news/personal-identifying-information-of-some-boulder-county-jail-inmates-accidently-released/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/families/foster-care/waiting-children/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/families/foster-care/fostering-in-boulder-county/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/families/foster-care/kinship-support/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/families/foster-care/post-adoption-program/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/families/foster-care/kinship-support/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/news/search-warrant-executed-after-threats-made-online/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/news/stage-1-fire-restrictions-rescinded-for-western-unincorporated-boulder-county/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/artist-in-residence/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/dogs/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/skiing-and-snowshoeing/,0.83,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/picnic-shelters/,0.84,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/skiing-and-snowshoeing/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/picnic-shelters/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/calendar/,0.58,0.94,0.92,0.85
https://bouldercounty.gov/open-space/activities/fishing/,0.84,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/permits/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/picnic-shelters/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/hiking/,0.81,0.94,0.88,0.85
https://bouldercounty.gov/open-space/activities/rock-climbing/,0.83,0.94,0.88,0.85
https://bouldercounty.gov/events/,0.87,0.91,0.88,0.85
https://bouldercounty.gov/events/,0.86,0.91,0.88,0.85
https://bouldercounty.gov/departments/treasurer/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/departments/treasurer/,0.74,0.94,0.69,0.85
https://bouldercounty.gov/news/unattended-death-near-overland-road-in-unincorporated-boulder-county/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/news/boulder-county-sheriff-appoints-a-new-undersheriff-carey-weinheimer/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/news/injury-motorcycle-accident/,0.92,0.94,0.88,0.85
https://bouldercounty.gov/safety/jail/,0.89,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/frequently-asked-questions/,0.8,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/booking-and-bond-definitions/,0.86,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/history-of-the-jail/,0.87,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/alternative-sentence-2/,0.92,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/programs/,0.77,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/visitation/,0.87,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/frequently-asked-questions/,0.73,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/court-transport/,0.89,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/contact-us/,0.88,0.91,0.88,0.92
https://bouldercounty.gov/safety/jail/programs/health/,0.81,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/court-transport/,0.89,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/booking-and-bond-definitions/,0.9,0.94,0.88,0.92
https://bouldercounty.gov/safety/jail/frequently-asked-questions/,0.83,0.94,0.88,0.92
https://bouldercounty.gov/government/boards-and-commissions/vacancies/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/government/boards-and-commissions/board-of-adjustment/,0.88,0.94,0.88,0.92
https://bouldercounty.gov/government/boards-and-commissions/historic-preservation-advisory-board/,0.87,0.94,0.88,0.92
https://bouldercounty.gov/government/boards-and-commissions/extension-advisory-committee/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/boards-and-commissions/boulder-county-regional-homeless-systems-management/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/boards-and-commissions/vacancies/,0.86,0.94,0.92,0.85
https://bouldercounty.gov/government/boards-and-commissions/extension-advisory-committee/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/government/boards-and-commissions/extension-advisory-committee/,0.85,0.94,0.88,0.85
https://bouldercounty.gov/government/boards-and-commissions/boulder-county-regional-homeless-systems-management/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/government/boards-and-commissions/rescource-conservation-advisory-board/,0.85,0.91,0.88,0.85
https://bouldercounty.gov/government/boards-and-commissions/historic-preservation-advisory-board/,0.86,0.94,0.88,0.92
https://bouldercounty.gov/government/boards-and-commissions/parks-and-open-space-advisory-committee/,0.9,0.94,0.88,0.92
https://bouldercounty.gov/news/update-search-warrant-executed-after-threats-made-online/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/safety/victim/restorative-justice/,0.89,0.94,0.88,0.92
https://bouldercounty.gov/safety/victim/restorative-justice/community-assistance-mediation-program/,0.89,0.94,0.88,0.92
https://bouldercounty.gov/safety/victim/restorative-justice/get-involved/,0.89,0.94,0.88,0.92
https://bouldercounty.gov/safety/victim/restorative-justice/,0.87,0.94,0.88,0.92
https://bouldercounty.gov/district-attorney/crime-victim-assistance-program/,0.84,0.94,0.69,0.85
https://bouldercounty.gov/safety/victim/restorative-justice/victim-impact-facilitator/,0.86,0.94,0.88,0.92
https://bouldercounty.gov/safety/victim/restorative-justice/community-assistance-mediation-program/,0.86,0.94,0.88,0.92
https://bouldercounty.gov/district-attorney/restitution-unit/,0.83,0.94,0.69,0.85
https://bouldercounty.gov/safety/victim/restorative-justice/community-assistance-mediation-program/,0.86,0.94,0.88,0.92
https://bouldercounty.gov/families/housing/rental-properties/details/1327-sumner-street/,0.84,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/s-kestrel-ln-unit-121/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/regal-court/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/families/financial/low-income-energy-assistance/,0.81,0.94,0.88,0.92
https://bouldercounty.gov/families/housing/rental-properties/details/450-s-carr-ave/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/518-coffman-street/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/wc-978-canterbury-drive/,0.84,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/333-hwy-72/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/1327-sumner-street/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/wc-978-canterbury-drive/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/1890-kaylix-ave/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/450-s-carr-ave/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/718-w-geneseo/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/1890-kaylix-ave/,0.86,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/1450-lincoln-ave/,0.88,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/333-hwy-72/,0.82,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/518-coffman-street/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/families/housing/rental-properties/details/333-hwy-72/,0.83,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/treasurer/taxes/treasurers-deeds/,0.88,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/treasurer/taxes/due-dates/,0.92,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/treasurer/taxes/due-dates/,0.87,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/treasurer/taxes/treasurers-deeds/,0.91,0.91,0.88,0.85
https://bouldercounty.gov/property-and-land/treasurer/taxes/change-address/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/treasurer/taxes/prepayment-faq/,0.9,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/treasurer/taxes/change-address/,0.87,0.94,0.88,0.85
https://bouldercounty.gov/property-and-land/treasurer/taxes/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/news/boulder-county-launches-rebuilding-better-website-for-marshall-fire-impacted-residents/,0.89,0.94,0.88,0.85
https://bouldercounty.gov/news/northglenn-man-arrested-for-unlawful-sexual-contact-by-force-and-impersonating-a-public-servant/,0.91,0.94,0.88,0.85
https://bouldercounty.gov/news/new-food-truck-grant-program-aims-to-boost-sustainability-and-cut-pollution/,0.9,0.94,0.88,0.85
